Time [s], X-Pos [m], Y-Pos [m], phi [rad], dX-Pos [m/s], dY-Pos [m/s], dphi [rad/s], Path Vel [m/s]
666,-11.4601,12.7522,3.72573,-0.181282,-0.119846,0.194714,0.217316
667,-11.6297,12.6147,3.93661,-0.15218,-0.155137,0.224391,0.217316
668,-11.7645,12.4425,4.14478,-0.116833,-0.183238,0.191939,0.217316
669,-11.8637,12.2481,4.32049,-0.0830021,-0.20084,0.159486,0.217316
670,-11.9307,12.0406,4.46375,-0.0534777,-0.210633,0.127034,0.217316
671,-11.9708,11.8266,4.57456,-0.0298576,-0.215255,0.0945818,0.217316
672,-11.9905,11.6099,4.65292,-0.0129168,-0.216932,0.0621295,0.217316
673,-11.9967,11.3926,4.69882,-0.00294882,-0.217296,0.0296772,0.217316
674,-11.9964,11.1752,4.71227,-2.57859e-05,-0.217316,-0.00277513,0.217316
675,-12,10.9438,-1.5708,9.2558e-15,-0.299457,0,0.299457
676,-12,10.6439,-1.5708,9.27258e-15,-0.3,0,0.3
677,-12,10.3439,-1.5708,9.27258e-15,-0.3,0,0.3
678,-12,10.0439,-1.5708,9.27258e-15,-0.3,0,0.3
679,-12,9.74386,-1.5708,9.27258e-15,-0.3,0,0.3
680,-12,9.44386,-1.5708,9.27258e-15,-0.3,0,0.3
681,-12,9.14386,-1.5708,9.27258e-15,-0.3,0,0.3
682,-12,8.84386,-1.5708,9.27258e-15,-0.3,0,0.3
683,-12,8.54386,-1.5708,9.27258e-15,-0.3,0,0.3
684,-12,8.24386,-1.5708,9.27258e-15,-0.3,0,0.3
685,-12,7.94386,-1.5708,9.27258e-15,-0.3,0,0.3
686,-12,7.64386,-1.5708,9.27258e-15,-0.3,0,0.3
687,-12,7.34386,-1.5708,9.27258e-15,-0.3,0,0.3
688,-12,7.04386,-1.5708,9.27258e-15,-0.3,0,0.3
689,-12,6.74386,-1.5708,9.27258e-15,-0.3,0,0.3
690,-12,6.44386,-1.5708,9.27258e-15,-0.3,0,0.3
691,-12,6.14386,-1.5708,9.27258e-15,-0.3,0,0.3
692,-12,5.84386,-1.5708,9.27258e-15,-0.3,0,0.3
693,-12,5.54386,-1.5708,9.27258e-15,-0.3,0,0.3
694,-12,5.24386,-1.5708,9.27258e-15,-0.3,0,0.3
695,-12,4.94386,-1.5708,9.27258e-15,-0.3,0,0.3
696,-12,4.64386,-1.5708,9.27258e-15,-0.3,0,0.3
697,-12,4.34386,-1.5708,9.27258e-15,-0.3,0,0.3
698,-12,4.04386,-1.5708,9.27258e-15,-0.3,0,0.3
699,-12,3.74386,-1.5708,9.27258e-15,-0.3,0,0.3
700,-12,3.44386,-1.5708,9.27258e-15,-0.3,0,0.3
701,-12,3.14386,-1.5708,9.27258e-15,-0.3,0,0.3
702,-12,2.84386,-1.5708,9.27258e-15,-0.3,0,0.3
703,-12,2.54386,-1.5708,9.27258e-15,-0.3,0,0.3
704,-12,2.24386,-1.5708,9.27258e-15,-0.3,0,0.3
705,-12,1.94386,-1.5708,9.27258e-15,-0.3,0,0.3
706,-12,1.64386,-1.5708,9.27258e-15,-0.3,0,0.3
707,-12,1.35005,-1.5708,8.12798e-15,-0.262968,0,0.262968
708,-12,1.13621,-1.5708,6.53491e-15,-0.211427,0,0.211427
709,-11.998,1.0033,-1.54088,0.00588392,-0.196628,0.0598305,0.196716
710,-11.9843,0.807132,-1.45114,0.023483,-0.195309,0.119661,0.196716
711,-11.9473,0.614117,-1.30156,0.0523256,-0.189629,0.179491,0.196716
712,-11.8765,0.430975,-1.09215,0.0906024,-0.174609,0.239322,0.196716
713,-11.7644,0.27003,-0.822915,0.133784,-0.144218,0.299152,0.196716
714,-11.6091,0.145823,-0.539773,0.168748,-0.1011,0.254145,0.196716
715,-11.4275,0.0661657,-0.315543,0.187003,-0.0610472,0.194315,0.196716
716,-11.2345,0.0232872,-0.151144,0.194473,-0.0296192,0.134484,0.196716
717,-11.0381,0.00674471,-0.0465746,0.196502,-0.00915864,0.0746537,0.196716
718,-10.8412,0.00492087,-0.00183624,0.196715,-0.000361216,0.0148232,0.196716
719,-10.5609,0,0,0.294938,0,0,0.294938
720,-10.2836,0,0,0.2212,0,0,0.2212
721,-10.0033,0.00196147,0.0299152,0.196628,0.00588392,0.0598305,0.196716
722,-9.80713,0.0156767,0.119661,0.195309,0.023483,0.119661,0.196716
723,-9.61412,0.0526895,0.269237,0.189629,0.0523256,0.179491,0.196716
724,-9.43097,0.123503,0.478644,0.174609,0.0906024,0.239322,0.196716
725,-9.27003,0.235576,0.747881,0.144218,0.133784,0.299152,0.196716
726,-9.14582,0.390931,1.03102,0.1011,0.168748,0.254145,0.196716
727,-9.06617,0.572526,1.25525,0.0610472,0.187003,0.194315,0.196716
728,-9.02329,0.765461,1.41965,0.0296192,0.194473,0.134484,0.196716
729,-9.00674,0.961925,1.52422,0.00915864,0.196502,0.0746537,0.196716
730,-9.00492,1.15877,1.56896,0.000361216,0.196715,0.0148232,0.196716
731,-9,1.43909,1.5708,9.16852e-15,0.294938,0,0.294938
732,-9,1.73877,1.5708,9.32587e-15,0.3,0,0.3
733,-9,2.03877,1.5708,9.32587e-15,0.3,0,0.3
734,-9,2.33877,1.5708,9.32587e-15,0.3,0,0.3
735,-9,2.63877,1.5708,9.32587e-15,0.3,0,0.3
736,-9,2.93877,1.5708,9.32587e-15,0.3,0,0.3
737,-9,3.23877,1.5708,9.32587e-15,0.3,0,0.3
738,-9,3.53877,1.5708,9.32587e-15,0.3,0,0.3
739,-9,3.83877,1.5708,9.32587e-15,0.3,0,0.3
740,-9,4.13877,1.5708,9.32587e-15,0.3,0,0.3
741,-9,4.43877,1.5708,9.32587e-15,0.3,0,0.3
742,-9,4.73877,1.5708,9.32587e-15,0.3,0,0.3
743,-9,5.03877,1.5708,9.32587e-15,0.3,0,0.3
744,-9,5.33877,1.5708,9.32587e-15,0.3,0,0.3
745,-9,5.63877,1.5708,9.32587e-15,0.3,0,0.3
746,-9,5.93877,1.5708,9.32587e-15,0.3,0,0.3
747,-9,6.23877,1.5708,9.32587e-15,0.3,0,0.3
748,-9,6.53877,1.5708,9.32587e-15,0.3,0,0.3
749,-9,6.83877,1.5708,9.32587e-15,0.3,0,0.3
750,-9,7.13877,1.5708,9.32587e-15,0.3,0,0.3
751,-9,7.43877,1.5708,9.32587e-15,0.3,0,0.3
752,-9,7.73877,1.5708,9.32587e-15,0.3,0,0.3
753,-9,8.03877,1.5708,9.32587e-15,0.3,0,0.3
754,-9,8.33877,1.5708,9.32587e-15,0.3,0,0.3
755,-9,8.63877,1.5708,9.32587e-15,0.3,0,0.3
756,-9,8.93877,1.5708,9.32587e-15,0.3,0,0.3
757,-9,9.23877,1.5708,9.32587e-15,0.3,0,0.3
758,-9,9.53877,1.5708,9.32587e-15,0.3,0,0.3
759,-9,9.83877,1.5708,9.32587e-15,0.3,0,0.3
760,-9,10.1388,1.5708,9.32587e-15,0.3,0,0.3
761,-9,10.4388,1.5708,9.32587e-15,0.3,0,0.3
762,-9,10.7388,1.5708,9.32587e-15,0.3,0,0.3
763,-9,11.0361,1.5708,8.67595e-15,0.279093,0,0.279093
764,-9,11.2703,1.5708,7.21286e-15,0.232027,0,0.232027
765,-9.00118,11.4173,1.58702,-0.00352604,0.217287,0.0324523,0.217316
766,-9.0094,11.6344,1.6357,-0.0140949,0.216858,0.0649046,0.217316
767,-9.03169,11.8506,1.71683,-0.0316231,0.215003,0.0973569,0.217316
768,-9.07486,12.0634,1.83041,-0.0557875,0.210033,0.129809,0.217316
769,-9.14521,12.2688,1.97645,-0.0857571,0.199679,0.162262,0.217316
770,-9.24777,12.4601,2.15494,-0.119846,0.181282,0.194714,0.217316
771,-9.38526,12.6297,2.36582,-0.155137,0.15218,0.224391,0.217316
772,-9.55747,12.7645,2.57398,-0.183238,0.116833,0.191939,0.217316
773,-9.75192,12.8637,2.7497,-0.20084,0.0830021,0.159486,0.217316
774,-9.95938,12.9307,2.89296,-0.210633,0.0534777,0.127034,0.217316
775,-10.1734,12.9708,3.00376,-0.215255,0.0298576,0.0945818,0.217316
776,-10.3901,12.9905,3.08212,-0.216932,0.0129168,0.0621295,0.217316
777,-10.6074,12.9967,3.12802,-0.217296,0.00294882,0.0296772,0.217316
778,-10.8248,12.9964,3.14147,-0.217316,2.57859e-05,-0.00277513,0.217316
779,-11.0562,13,3.14159,-0.299457,0,0,0.299457
780,-11.3561,13,3.14159,-0.3,0,0,0.3
781,-11.6352,13,3.14159,-0.229878,0,0,0.229878
782,-11.9173,12.9988,3.15782,-0.217287,-0.00352604,0.0324523,0.217316
783,-12.1344,12.9906,3.2065,-0.216858,-0.0140949,0.0649046,0.217316
784,-12.3506,12.9683,3.28763,-0.215003,-0.0316231,0.0973569,0.217316
785,-12.5634,12.9251,3.40121,-0.210033,-0.0557875,0.129809,0.217316
786,-12.7688,12.8548,3.54725,-0.199679,-0.0857571,0.162262,0.217316
787,-12.9601,12.7522,3.72573,-0.181282,-0.119846,0.194714,0.217316
788,-13.1297,12.6147,3.93661,-0.15218,-0.155137,0.224391,0.217316
789,-13.2645,12.4425,4.14478,-0.116833,-0.183238,0.191939,0.217316
790,-13.3637,12.2481,4.32049,-0.0830021,-0.20084,0.159486,0.217316
791,-13.4307,12.0406,4.46375,-0.0534777,-0.210633,0.127034,0.217316
792,-13.4708,11.8266,4.57456,-0.0298576,-0.215255,0.0945818,0.217316
793,-13.4905,11.6099,4.65292,-0.0129168,-0.216932,0.0621295,0.217316
794,-13.4967,11.3926,4.69882,-0.00294882,-0.217296,0.0296772,0.217316
795,-13.4964,11.1752,4.71227,-2.57859e-05,-0.217316,-0.00277513,0.217316
796,-13.5,10.9438,-1.5708,4.93947e-15,-0.299457,0,0.299457
797,-13.5,10.6439,-1.5708,4.94842e-15,-0.3,0,0.3
798,-13.5,10.3439,-1.5708,4.94842e-15,-0.3,0,0.3
799,-13.5,10.0439,-1.5708,4.94842e-15,-0.3,0,0.3
800,-13.5,9.74386,-1.5708,4.94842e-15,-0.3,0,0.3
801,-13.5,9.44386,-1.5708,4.94842e-15,-0.3,0,0.3
802,-13.5,9.14386,-1.5708,4.94842e-15,-0.3,0,0.3
803,-13.5,8.84386,-1.5708,4.94842e-15,-0.3,0,0.3
804,-13.5,8.54386,-1.5708,4.94842e-15,-0.3,0,0.3
805,-13.5,8.24386,-1.5708,4.94842e-15,-0.3,0,0.3
806,-13.5,7.94386,-1.5708,4.94842e-15,-0.3,0,0.3
807,-13.5,7.64386,-1.5708,4.94842e-15,-0.3,0,0.3
808,-13.5,7.34386,-1.5708,4.94842e-15,-0.3,0,0.3
809,-13.5,7.04386,-1.5708,4.94842e-15,-0.3,0,0.3
810,-13.5,6.74386,-1.5708,4.94842e-15,-0.3,0,0.3
811,-13.5,6.44386,-1.5708,4.94842e-15,-0.3,0,0.3
812,-13.5,6.14386,-1.5708,4.94842e-15,-0.3,0,0.3
813,-13.5,5.84386,-1.5708,4.94842e-15,-0.3,0,0.3
814,-13.5,5.54386,-1.5708,4.94842e-15,-0.3,0,0.3
815,-13.5,5.24386,-1.5708,4.94842e-15,-0.3,0,0.3
816,-13.5,4.94386,-1.5708,4.94842e-15,-0.3,0,0.3
817,-13.5,4.64386,-1.5708,4.94842e-15,-0.3,0,0.3
818,-13.5,4.34386,-1.5708,4.94842e-15,-0.3,0,0.3
819,-13.5,4.04386,-1.5708,4.94842e-15,-0.3,0,0.3
820,-13.5,3.74386,-1.5708,4.94842e-15,-0.3,0,0.3
821,-13.5,3.44386,-1.5708,4.94842e-15,-0.3,0,0.3
822,-13.5,3.14386,-1.5708,4.94842e-15,-0.3,0,0.3
823,-13.5,2.84386,-1.5708,4.94842e-15,-0.3,0,0.3
824,-13.5,2.54386,-1.5708,4.94842e-15,-0.3,0,0.3
825,-13.5,2.24386,-1.5708,4.94842e-15,-0.3,0,0.3
826,-13.5,1.94386,-1.5708,4.94842e-15,-0.3,0,0.3
827,-13.5,1.64386,-1.5708,4.94842e-15,-0.3,0,0.3
828,-13.5,1.34386,-1.5708,4.94842e-15,-0.3,0,0.3
829,-13.5,1.04386,-1.5708,4.94842e-15,-0.3,0,0.3
830,-13.5,0.743855,-1.5708,4.94842e-15,-0.3,0,0.3
831,-13.5,0.443855,-1.5708,4.94842e-15,-0.3,0,0.3
832,-13.5,0.15118,-1.5708,4.26551e-15,-0.258598,0,0.258598
833,-13.5,0.0057565,-1.5708,5.81564e-16,-0.0352576,0,0.0352576
